INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070359,03301,Verbal Disputes,VERBAL DISPUTE,B3,406,,2018-09-01 18:32:00,2018,9,Saturday,18,Part Three,RIVER ST,42.27136131,-71.08100830,"(42.27136131, -71.08100830)"
I182070358,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,520,,2018-09-01 18:00:00,2018,9,Saturday,18,Other,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182070357,02905,Violations,VAL - OPERATING WITHOUT LICENSE,E5,682,,2018-09-01 17:54:00,2018,9,Saturday,17,Part Two,DURNELL AVE,42.28585449,-71.13761496,"(42.28585449, -71.13761496)"
I182070357,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E5,682,,2018-09-01 17:54:00,2018,9,Saturday,17,Part Two,DURNELL AVE,42.28585449,-71.13761496,"(42.28585449, -71.13761496)"
I182070356,03115,Investigate Person,INVESTIGATE PERSON,E13,641,,2018-09-01 18:24:00,2018,9,Saturday,18,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I182070355,03301,Verbal Disputes,VERBAL DISPUTE,D14,938,,2018-09-01 18:14:00,2018,9,Saturday,18,Part Three,JETTE CT,42.34682750,-71.14319087,"(42.34682750, -71.14319087)"
I182070354,01402,Vandalism,VANDALISM,C11,462,,2018-08-29 22:00:00,2018,8,Wednesday,22,Part Two,BOWDOIN AVE,42.30090969,-71.07425843,"(42.30090969, -71.07425843)"
I182070353,00612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,A1,117,,2018-09-01 14:20:00,2018,9,Saturday,14,Part One,BOYLSTON ST,42.35234110,-71.06432465,"(42.35234110, -71.06432465)"
I182070352,03410,Towed,TOWED MOTOR VEHICLE,D4,138,,2018-09-01 16:03:35,2018,9,Saturday,16,Part Three,NEWBURY ST,42.34942050,-71.08315800,"(42.34942050, -71.08315800)"
I182070350,03115,Investigate Person,INVESTIGATE PERSON,C6,212,,2018-09-01 17:20:00,2018,9,Saturday,17,Part Three,DORCHESTER ST,42.33686889,-71.04379437,"(42.33686889, -71.04379437)"
I182070349,00560,Other Burglary,BURGLARY - OTHER - FORCE,E18,519,,2018-08-27 19:20:00,2018,8,Monday,19,Part One,FAIRMOUNT AVE,42.25395990,-71.11962283,"(42.25395990, -71.11962283)"
I182070348,03115,Investigate Person,INVESTIGATE PERSON,D14,786,,2018-09-01 17:55:00,2018,9,Saturday,17,Part Three,COMMONWEALTH AVE,42.34251263,-71.14363495,"(42.34251263, -71.14363495)"
I182070347,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,332,,2018-09-01 16:42:00,2018,9,Saturday,16,Part Three,GLEN ST,42.31282319,-71.06746355,"(42.31282319, -71.06746355)"
I182070346,00619,Larceny,LARCENY ALL OTHERS,B2,587,,2018-08-31 19:00:00,2018,8,Friday,19,Part One,BURNEY ST,42.33188687,-71.09954390,"(42.33188687, -71.09954390)"
I182070344,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,563,,2018-09-01 17:34:00,2018,9,Saturday,17,Part Three,FAWNDALE RD,42.29011783,-71.12187904,"(42.29011783, -71.12187904)"
I182070343,02647,Other,THREATS TO DO BODILY HARM,B3,406,,2018-08-29 11:50:00,2018,8,Wednesday,11,Part Two,SOUTHMERE RD,42.27038654,-71.08451378,"(42.27038654, -71.08451378)"
I182070342,00381,Robbery,ROBBERY - CAR JACKING,E18,490,,2018-09-01 17:05:00,2018,9,Saturday,17,Part One,CUMMINS HWY,42.27645319,-71.11297971,"(42.27645319, -71.11297971)"
I182070342,02647,Other,THREATS TO DO BODILY HARM,E18,490,,2018-09-01 17:05:00,2018,9,Saturday,17,Part Two,CUMMINS HWY,42.27645319,-71.11297971,"(42.27645319, -71.11297971)"
I182070341,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",, ,,2018-09-01 17:32:00,2018,9,Saturday,17,Part Two,,42.29013465,-71.08624927,"(42.29013465, -71.08624927)"
I182070340,00613,Larceny,LARCENY SHOPLIFTING,B2,311,,2018-09-01 16:23:00,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.31605690,-71.07820017,"(42.31605690, -71.07820017)"
I182070339,03402,Service,ANIMAL INCIDENTS,D14,795,,2018-09-01 17:52:00,2018,9,Saturday,17,Part Three,ALLSTON ST,42.35042346,-71.13638086,"(42.35042346, -71.13638086)"
I182070338,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,939,,2018-09-01 17:18:00,2018,9,Saturday,17,Other,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)"
I182070337,03115,Investigate Person,INVESTIGATE PERSON,B2,282,,2018-09-01 17:48:00,2018,9,Saturday,17,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182070335,01402,Vandalism,VANDALISM,C6,206,,2018-09-01 17:02:00,2018,9,Saturday,17,Part Two,SLEEPER ST,42.35217524,-71.04913425,"(42.35217524, -71.04913425)"
I182070334,00724,Auto Theft,AUTO THEFT,B2,326,,2018-09-01 16:24:00,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.31162834,-71.08094294,"(42.31162834, -71.08094294)"
I182070333,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,,2018-09-01 16:45:00,2018,9,Saturday,16,Part Three,,42.31190268,-71.08073292,"(42.31190268, -71.08073292)"
I182070332,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,908,,2018-09-01 17:05:00,2018,9,Saturday,17,Part Two,SHANDON RD,42.29505434,-71.08904077,"(42.29505434, -71.08904077)"
I182070331,00724,Auto Theft,AUTO THEFT,C11,235,,2018-09-01 16:15:00,2018,9,Saturday,16,Part One,CARSON ST,42.31975730,-71.05428941,"(42.31975730, -71.05428941)"
I182070330,03119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,E5,558,,2018-09-01 15:00:00,2018,9,Saturday,15,Part Three,HEATHCOTE ST,42.28166155,-71.12591039,"(42.28166155, -71.12591039)"
I182070329,03115,Investigate Person,INVESTIGATE PERSON,C11,257,,2018-09-01 17:13:00,2018,9,Saturday,17,Part Three,HANCOCK ST,42.31043400,-71.06134010,"(42.31043400, -71.06134010)"
I182070328,03115,Investigate Person,INVESTIGATE PERSON,E5,822,,2018-08-20 12:00:00,2018,8,Monday,12,Part Three,EDGEMERE RD,42.25867638,-71.15116479,"(42.25867638, -71.15116479)"
I182070327,01810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,680,,2018-09-01 16:21:00,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)"
I182070327,01843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E5,680,,2018-09-01 16:21:00,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)"
I182070327,01815,Drug Violation,DRUGS - POSSESSION,E5,680,,2018-09-01 16:21:00,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)"
I182070326,01402,Vandalism,VANDALISM,E5,682,,2018-08-31 16:30:00,2018,8,Friday,16,Part Two,WALWORTH ST,42.28216650,-71.13732337,"(42.28216650, -71.13732337)"
I182070325,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,434,,2018-09-01 16:41:00,2018,9,Saturday,16,Part Two,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
I182070325,02647,Other,THREATS TO DO BODILY HARM,B3,434,,2018-09-01 16:41:00,2018,9,Saturday,16,Part Two,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
I182070324,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,192,,2018-09-01 15:59:00,2018,9,Saturday,15,Part One,MOHAWK ST,42.32893710,-71.05571742,"(42.32893710, -71.05571742)"
I182070323,00613,Larceny,LARCENY SHOPLIFTING,D4,129,,2018-09-01 15:53:00,2018,9,Saturday,15,Part One,BOYLSTON ST,42.35095909,-71.07412780,"(42.35095909, -71.07412780)"
I182070322,03125,Warrant Arrests,WARRANT ARREST,B2,280,,2018-09-01 16:04:00,2018,9,Saturday,16,Part Three,WARREN ST,42.32902469,-71.08341505,"(42.32902469, -71.08341505)"
I182070321,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,231,,2018-09-01 16:18:00,2018,9,Saturday,16,Part Three,SWALLOW ST,42.33362325,-71.03019240,"(42.33362325, -71.03019240)"
I182070319,03125,Warrant Arrests,WARRANT ARREST,B2,238,,2018-09-01 16:06:00,2018,9,Saturday,16,Part Three,QUINCEFIELD ST,42.31873011,-71.06660708,"(42.31873011, -71.06660708)"
I182070318,03410,Towed,TOWED MOTOR VEHICLE,D4,144,,2018-09-01 13:57:00,2018,9,Saturday,13,Part Three,SAINT GERMAIN ST,42.34571916,-71.08562464,"(42.34571916, -71.08562464)"
I182070317,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,456,,2018-09-01 14:43:00,2018,9,Saturday,14,Part Two,GREENWOOD ST,42.30084840,-71.07982055,"(42.30084840, -71.07982055)"
I182070316,03410,Towed,TOWED MOTOR VEHICLE,, ,,2018-09-01 15:00:00,2018,9,Saturday,15,Part Three,,42.35491419,-71.14414913,"(42.35491419, -71.14414913)"
I182070315,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,288,,2018-08-31 19:00:00,2018,8,Friday,19,Part Three,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I182070314,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,317,,2018-09-01 15:07:00,2018,9,Saturday,15,Part Three,HUMBOLDT AVE,42.31262432,-71.08991596,"(42.31262432, -71.08991596)"
I182070313,03410,Towed,TOWED MOTOR VEHICLE,D14,783,,2018-09-01 13:18:00,2018,9,Saturday,13,Part Three,GORDON ST,42.34966796,-71.13995527,"(42.34966796, -71.13995527)"
I182070312,03115,Investigate Person,INVESTIGATE PERSON,A7,29,,2018-09-01 15:00:00,2018,9,Saturday,15,Part Three,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)"
I182070311,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,116,,2018-09-01 14:30:00,2018,9,Saturday,14,Part Three,OXFORD ST,42.35193461,-71.06048592,"(42.35193461, -71.06048592)"
I182070310,03301,Verbal Disputes,VERBAL DISPUTE,B3,442,,2018-09-01 13:50:00,2018,9,Saturday,13,Part Three,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
I182070309,00361,Robbery,ROBBERY - OTHER,D4,151,,2018-09-01 15:00:00,2018,9,Saturday,15,Part One,BERKELEY ST,42.34605510,-71.07050669,"(42.34605510, -71.07050669)"
I182070309,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,151,,2018-09-01 15:00:00,2018,9,Saturday,15,Part Two,BERKELEY ST,42.34605510,-71.07050669,"(42.34605510, -71.07050669)"
I182070308,03810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,, ,,2018-09-01 14:32:00,2018,9,Saturday,14,Part Three,,42.33291214,-71.09235717,"(42.33291214, -71.09235717)"
I182070307,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E13,510,,2018-09-01 15:01:00,2018,9,Saturday,15,Part Two,WASHINGTON ST,42.30055518,-71.11312439,"(42.30055518, -71.11312439)"
I182070306,03301,Verbal Disputes,VERBAL DISPUTE,C11,400,,2018-09-01 14:26:00,2018,9,Saturday,14,Part Three,MELLEN ST,42.28584895,-71.06935381,"(42.28584895, -71.06935381)"
I182070305,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,569,,2018-09-01 14:48:00,2018,9,Saturday,14,Part Three,WASHINGTON ST,42.30307413,-71.11081856,"(42.30307413, -71.11081856)"
I182070305,02905,Violations,VAL - OPERATING WITHOUT LICENSE,E13,569,,2018-09-01 14:48:00,2018,9,Saturday,14,Part Two,WASHINGTON ST,42.30307413,-71.11081856,"(42.30307413, -71.11081856)"
I182070304,01107,Fraud,FRAUD - IMPERSONATION,D4,905,,2017-11-01 00:00:00,2017,11,Wednesday,0,Part Two,E BROOKLINE ST,42.33926764,-71.07208833,"(42.33926764, -71.07208833)"
I182070302,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,238,,2018-09-01 14:26:00,2018,9,Saturday,14,Part One,QUINCEFIELD ST,42.31873011,-71.06660708,"(42.31873011, -71.06660708)"
I182070301,01402,Vandalism,VANDALISM,B2,304,,2018-08-31 20:15:00,2018,8,Friday,20,Part Two,MARCELLA ST,42.32102023,-71.09352344,"(42.32102023, -71.09352344)"
I182070300,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,453,,2018-09-01 10:00:00,2018,9,Saturday,10,Part Three,WASHINGTON ST,42.29690720,-71.07233558,"(42.29690720, -71.07233558)"
I182070298,03301,Verbal Disputes,VERBAL DISPUTE,C11,337,,2018-09-01 14:11:00,2018,9,Saturday,14,Part Three,OLNEY ST,42.30512773,-71.07370747,"(42.30512773, -71.07370747)"
I182070297,03207,Property Found,PROPERTY - FOUND,A1,86,,2018-09-01 13:25:00,2018,9,Saturday,13,Part Three,SALEM ST,42.36423881,-71.05556016,"(42.36423881, -71.05556016)"
I182070296,03207,Property Found,PROPERTY - FOUND,C11,335,,2018-09-01 12:44:00,2018,9,Saturday,12,Part Three,QUINCY ST,42.30947016,-71.06664424,"(42.30947016, -71.06664424)"
I182070294,03201,Property Lost,PROPERTY - LOST,E18,522,,2018-08-31 16:30:00,2018,8,Friday,16,Part Three,HYDE PARK AVE,42.25189440,-71.12535310,"(42.25189440, -71.12535310)"
I182070292,03114,Investigate Property,INVESTIGATE PROPERTY,E5,734,,2018-09-01 13:55:00,2018,9,Saturday,13,Part Three,POTOMAC ST,42.28678471,-71.16356912,"(42.28678471, -71.16356912)"
I182070291,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,17,,2018-09-01 13:40:00,2018,9,Saturday,13,Part Three,CHELSEA ST,42.38064028,-71.02628915,"(42.38064028, -71.02628915)"
I182070290,01402,Vandalism,VANDALISM,B2,261,,2018-08-31 23:30:00,2018,8,Friday,23,Part Two,BROOK AVE,42.32047753,-71.07273673,"(42.32047753, -71.07273673)"
I182070290,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,261,,2018-08-31 23:30:00,2018,8,Friday,23,Part One,BROOK AVE,42.32047753,-71.07273673,"(42.32047753, -71.07273673)"
I182070289,03410,Towed,TOWED MOTOR VEHICLE,C6,187,,2018-09-01 12:00:00,2018,9,Saturday,12,Part Three,HOWELL ST,42.32491951,-71.05726305,"(42.32491951, -71.05726305)"
I182070288,02101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B2,288,,2018-09-01 13:20:00,2018,9,Saturday,13,Part Two,ROXBURY ST,42.32960870,-71.08462109,"(42.32960870, -71.08462109)"
I182070288,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,288,,2018-09-01 13:20:00,2018,9,Saturday,13,Part Two,ROXBURY ST,42.32960870,-71.08462109,"(42.32960870, -71.08462109)"
I182070287,03410,Towed,TOWED MOTOR VEHICLE,D14,793,,2018-09-01 12:09:00,2018,9,Saturday,12,Part Three,ROYCE RD,42.34914832,-71.13157300,"(42.34914832, -71.13157300)"
I182070287,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,793,,2018-09-01 12:09:00,2018,9,Saturday,12,Part Three,ROYCE RD,42.34914832,-71.13157300,"(42.34914832, -71.13157300)"
I182070286,03115,Investigate Person,INVESTIGATE PERSON,C11,360,,2018-09-01 13:14:28,2018,9,Saturday,13,Part Three,PARK ST,42.29753608,-71.06445980,"(42.29753608, -71.06445980)"
I182070284,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,452,,2018-09-01 13:37:00,2018,9,Saturday,13,Part One,KENBERMA RD,42.29574022,-71.07322638,"(42.29574022, -71.07322638)"
I182070283,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,,2018-09-01 12:42:00,2018,9,Saturday,12,Part Three,,42.30151745,-71.05979924,"(42.30151745, -71.05979924)"
I182070282,02610,Other,TRESPASSING,D14,808,,2018-08-31 16:00:00,2018,8,Friday,16,Part Two,ANTWERP ST,42.35939228,-71.14002093,"(42.35939228, -71.14002093)"
I182070281,00612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,D4,143,,2018-09-01 11:00:00,2018,9,Saturday,11,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182070280,03115,Investigate Person,INVESTIGATE PERSON,E18,483,,2018-09-01 12:03:00,2018,9,Saturday,12,Part Three,MONPONSET ST,42.26368029,-71.09968298,"(42.26368029, -71.09968298)"
I182070279,03301,Verbal Disputes,VERBAL DISPUTE,A1,92,,2018-09-01 12:50:00,2018,9,Saturday,12,Part Three,COURT ST,42.35892279,-71.05835354,"(42.35892279, -71.05835354)"
I182070277,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,429,,2018-09-01 12:42:00,2018,9,Saturday,12,Part Three,THEODORE ST,42.28406985,-71.08824920,"(42.28406985, -71.08824920)"
I182070276,03410,Towed,TOWED MOTOR VEHICLE,C6,194,,2018-09-01 12:08:00,2018,9,Saturday,12,Part Three,DORCHESTER ST,42.33011110,-71.05611033,"(42.33011110, -71.05611033)"
I182070275,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,680,,2018-08-30 12:30:00,2018,8,Thursday,12,Part Three,CORINTH ST,42.28593201,-71.12933705,"(42.28593201, -71.12933705)"
I182070274,03410,Towed,TOWED MOTOR VEHICLE,E13,509,,2018-09-01 11:56:00,2018,9,Saturday,11,Part Three,WOODLAWN ST,42.29860932,-71.11223703,"(42.29860932, -71.11223703)"
I182070273,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,576,,2018-09-01 12:41:00,2018,9,Saturday,12,Part Three,AMORY ST,42.31532445,-71.10427615,"(42.31532445, -71.10427615)"
I182070272,03115,Investigate Person,INVESTIGATE PERSON,E18,501,,2018-09-01 12:22:00,2018,9,Saturday,12,Part Three,HYDE PARK AVE,42.27930648,-71.11909810,"(42.27930648, -71.11909810)"
I182070270,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,458,,2018-09-01 11:52:00,2018,9,Saturday,11,Part Two,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I182070270,03301,Verbal Disputes,VERBAL DISPUTE,B3,458,,2018-09-01 11:52:00,2018,9,Saturday,11,Part Three,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I182070269,03301,Verbal Disputes,VERBAL DISPUTE,B3,420,,2018-09-01 12:15:00,2018,9,Saturday,12,Part Three,LORNA RD,42.27974378,-71.08248818,"(42.27974378, -71.08248818)"
I182070268,03114,Investigate Property,INVESTIGATE PROPERTY,C11,333,,2018-09-01 12:04:00,2018,9,Saturday,12,Part Three,COLUMBIA RD,42.31069804,-71.07119068,"(42.31069804, -71.07119068)"
I182070267,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,206,,2018-09-01 11:48:00,2018,9,Saturday,11,Part Two,CONGRESS ST,42.35096784,-71.04940230,"(42.35096784, -71.04940230)"
I182070266,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E5,697,,2018-09-01 11:15:00,2018,9,Saturday,11,Part Three,ANAWAN AVE,42.28469218,-71.14804192,"(42.28469218, -71.14804192)"
I182070264,03201,Property Lost,PROPERTY - LOST,C6,186,,2018-08-27 21:30:00,2018,8,Monday,21,Part Three,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I182070263,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B2,291,,2018-09-01 12:24:00,2018,9,Saturday,12,Part Two,CENTRE ST,42.32955354,-71.09357444,"(42.32955354, -71.09357444)"
I182070262,03410,Towed,TOWED MOTOR VEHICLE,D14,778,,2018-09-01 09:00:00,2018,9,Saturday,9,Part Three,WASHINGTON ST,42.34905600,-71.15049850,"(42.34905600, -71.15049850)"
I182070261,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",, ,,2018-09-01 11:21:00,2018,9,Saturday,11,Part Two,,42.35238395,-71.06453754,"(42.35238395, -71.06453754)"
I182070258,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,757,,2018-09-01 04:00:00,2018,9,Saturday,4,Part Three,GERRISH ST,42.35603003,-71.16390698,"(42.35603003, -71.16390698)"
I182070257,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,757,,2018-09-01 04:00:00,2018,9,Saturday,4,Part Three,GERRISH ST,42.35603003,-71.16390698,"(42.35603003, -71.16390698)"
I182070256,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,809,,2018-09-01 11:21:00,2018,9,Saturday,11,Part One,ADAMSON ST,42.35858441,-71.13726609,"(42.35858441, -71.13726609)"
I182070256,01402,Vandalism,VANDALISM,D14,809,,2018-09-01 11:21:00,2018,9,Saturday,11,Part Two,ADAMSON ST,42.35858441,-71.13726609,"(42.35858441, -71.13726609)"
I182070255,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,251,,2018-08-31 09:00:00,2018,8,Friday,9,Part Three,CASTLE ROCK ST,42.31086085,-71.05163543,"(42.31086085, -71.05163543)"
I182070254,03410,Towed,TOWED MOTOR VEHICLE,D14,791,,2018-09-01 11:21:00,2018,9,Saturday,11,Part Three,MELVIN AVE,42.34446622,-71.14136327,"(42.34446622, -71.14136327)"
I182070253,03301,Verbal Disputes,VERBAL DISPUTE,C6,187,,2018-09-01 10:38:00,2018,9,Saturday,10,Part Three,BOSTON ST,42.32502384,-71.05925160,"(42.32502384, -71.05925160)"
I182070252,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,503,,2018-09-01 10:40:00,2018,9,Saturday,10,Part Three,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)"
I182070251,00617,Larceny,LARCENY THEFT FROM BUILDING,E13,575,,2018-09-01 11:04:00,2018,9,Saturday,11,Part One,WASHINGTON ST,42.31330008,-71.10075998,"(42.31330008, -71.10075998)"
I182070250,03201,Property Lost,PROPERTY - LOST,A1,119,,2018-08-31 23:00:00,2018,8,Friday,23,Part Three,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I182070249,03115,Investigate Person,INVESTIGATE PERSON,B3,455,,2018-09-01 10:17:00,2018,9,Saturday,10,Part Three,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)"
I182070248,03201,Property Lost,PROPERTY - LOST,A1,111,,2018-09-01 09:00:00,2018,9,Saturday,9,Part Three,WASHINGTON ST,42.35397632,-71.06207046,"(42.35397632, -71.06207046)"
I182070247,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,D14,814,,2018-09-01 09:57:00,2018,9,Saturday,9,Part Three,SEATTLE ST,42.36015660,-71.12494690,"(42.36015660, -71.12494690)"
I182070247,03301,Verbal Disputes,VERBAL DISPUTE,D14,814,,2018-09-01 09:57:00,2018,9,Saturday,9,Part Three,SEATTLE ST,42.36015660,-71.12494690,"(42.36015660, -71.12494690)"
I182070246,03301,Verbal Disputes,VERBAL DISPUTE,E5,563,,2018-09-01 10:13:00,2018,9,Saturday,10,Part Three,STELLMAN RD,42.28919902,-71.12309195,"(42.28919902, -71.12309195)"
I182070245,03410,Towed,TOWED MOTOR VEHICLE,A1,70,,2018-09-01 10:26:00,2018,9,Saturday,10,Part Three,CHARLES ST,42.35739591,-71.07008873,"(42.35739591, -71.07008873)"
I182070244,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,180,,2018-09-01 09:22:00,2018,9,Saturday,9,Part Three,GERARD ST,42.32761560,-71.07285692,"(42.32761560, -71.07285692)"
I182070243,00724,Auto Theft,AUTO THEFT,C6,231,,2018-09-01 10:35:29,2018,9,Saturday,10,Part One,E SEVENTH ST,42.33235328,-71.03222702,"(42.33235328, -71.03222702)"
I182070242,01402,Vandalism,VANDALISM,C6,208,,2018-08-31 17:00:00,2018,8,Friday,17,Part Two,E FIRST ST,42.33818216,-71.03341955,"(42.33818216, -71.03341955)"
I182070242,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,208,,2018-08-31 17:00:00,2018,8,Friday,17,Part One,E FIRST ST,42.33818216,-71.03341955,"(42.33818216, -71.03341955)"
I182070240,02914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,435,,2018-08-31 03:00:00,2018,8,Friday,3,Part Two,ARMANDINE ST,42.28431486,-71.07410838,"(42.28431486, -71.07410838)"
I182070239,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,147,,2018-08-31 16:00:00,2018,8,Friday,16,Part Three,CLAREMONT PARK,42.34210486,-71.08118057,"(42.34210486, -71.08118057)"
I182070238,03410,Towed,TOWED MOTOR VEHICLE,D4,154,,2018-09-01 08:56:00,2018,9,Saturday,8,Part Three,RUTLAND SQ,42.34173737,-71.07818565,"(42.34173737, -71.07818565)"
